GeneName,p-value
TRIM37,1.6491724280415406e-06
IGF2BP1,1.6555594083917517e-06
H4C8,1.658304822639853e-06
SLC25A34,1.6591030519031155e-06
KLF9,1.661422375065443e-06
TMEM128,1.666247377527929e-06
CAPZB,1.6796511985366513e-06
GET1,1.6828154959630707e-06
RHBDL3,1.6836707721299693e-06
SQSTM1,1.6881478738513885e-06
TFPI,1.6897860588344907e-06
MYL2,1.6935007890877102e-06
SNRPA1,1.6984419287621284e-06
UGP2,1.7236805633935025e-06
MOCS1,1.7320324573248223e-06
E2F7,1.733388003672489e-06
CREG1,1.7391003270176831e-06
ZNF17,1.7466927914186923e-06
ACIN1,1.7549405698017055e-06
MSLN,1.757739086270083e-06
AKR1B1,1.7651102975030931e-06
FAM24B,1.77817200408466e-06
DNAH8,1.794213477601076e-06
LOC101927847,1.8034103790501626e-06
SGMS1,1.8093816600851554e-06
FAM20B,1.8119018602297987e-06
ALDH1A1,1.829504273569591e-06
ITGA9,1.8308369235031798e-06
HHIP-AS1,1.834257302466793e-06
PDE5A,1.846694114732143e-06
LOC124904863,1.860483013019132e-06
SERPINF2,1.863199805670147e-06
CLDN15,1.876304188358971e-06
HIVEP1,1.8921359645915086e-06
KCNMA1,1.9085964517336616e-06
TTTY14,1.911571772133704e-06
ZCCHC24,1.912661190635982e-06
ACTR2,1.921722683394274e-06
CNP,1.933728385444128e-06
KLHL4,1.9384306218933393e-06
NCOA1,1.9404366158622745e-06
SNHG17,1.954447113291147e-06
KHDC1L,1.965259003361855e-06
ELOVL3,1.9817877010230626e-06
FOSB,1.986886499441348e-06
MRPS25,2.008265192790768e-06
BDNF,2.008931420046312e-06
CHUK,2.0190234009638352e-06
VLDLR,2.026283456675683e-06
CKB,2.030863218093192e-06
KCTD7,2.0424645646916534e-06
SPTAN1,2.0482321515167803e-06
PI4KA,2.0504823701472354e-06
TNPO2,2.053144553217169e-06
ELAPOR2,2.0534285248745524e-06
ITGA5,2.0823176127063292e-06
TFAP2A,2.090416033155444e-06
PSTPIP2,2.0973757631826032e-06
SREBF2,2.0985222768269403e-06
CCN2,2.104694729405373e-06
SLC22A3,2.1242155367793766e-06
LEPROT,2.128621059148014e-06
PEX16,2.132264803208542e-06
S100A16,2.142266618620456e-06
PRB3,2.1444255990997127e-06
OVAAL,2.1456026510745603e-06
HULC,2.1464688884119167e-06
BCAN,2.1505052340933944e-06
THNSL1,2.16523503018323e-06
GJA1,2.169478644769214e-06
ARHGEF10L,2.1807245724249945e-06
MCCC1,2.1809772256862142e-06
CAST,2.1877935981536042e-06
MTHFR,2.1930065777887415e-06
AOPEP,2.1995387238335336e-06
ITPR1,2.2188556249892413e-06
THBS1,2.239256927316901e-06
CUL4B,2.2399173283131393e-06
MIER1,2.2486575725338806e-06
AK4,2.248762602207549e-06
ABI3BP,2.264302797438573e-06
ST13,2.2648599057545702e-06
MAOA,2.280182099724809e-06
VSTM2L,2.3012659275355006e-06
OAS3,2.3040467400538565e-06
RASD2,2.3379681015722196e-06
PPM1H,2.3504983834415743e-06
INSYN2A,2.36268986030673e-06
TCHH,2.369353892272589e-06
AVIL,2.3770459924172326e-06
MUC4,2.3815295219508354e-06
ARHGEF7,2.389960201471948e-06
TMEM14B,2.3944085542029082e-06
TMC6,2.397165837072047e-06
MYL5,2.3983868215653226e-06
VGLL3,2.404415924651386e-06
POLR1F,2.4068360324898902e-06
MGAM,2.4276176781097694e-06
RORA,2.428614880443691e-06
NDN,2.438834519735316e-06
FAM78B,2.4394819867213305e-06
FHIP2A,2.4558340920352796e-06
ADAM9,2.4657554279753e-06
SHTN1,2.471235595601159e-06
LIMD1,2.4992719829374518e-06
DANT2,2.501334518231718e-06
HPSE,2.5338636546843396e-06
ZKSCAN3,2.540365103997756e-06
ZNF256,2.5614118536658673e-06
SLC9A6,2.566240487137121e-06
ATP7A,2.6027049013964715e-06
CNNM2,2.6057946914932442e-06
SAMD4A,2.6479671147066155e-06
PKD1L1-AS1,2.6507665448872974e-06
DIAPH2,2.685302798786294e-06
LRP8,2.7092454943160745e-06
COMP,2.7147490717448374e-06
TBC1D24,2.7257631078616687e-06
ENAH,2.7264859755390743e-06
CDHR1,2.728766716802779e-06
IQCJ-SCHIP1,2.75313473259113e-06
ITCH,2.7536896083069503e-06
KRT5,2.7715572815714675e-06
CBX4,2.8263613559607283e-06
TTTY10,2.862515150966145e-06
C14orf132,2.866616761998862e-06
AHNAK2,2.867335715585884e-06
OPCML,2.8691930710331515e-06
SERAC1,2.879764649828504e-06
PATL1,2.8827401706374026e-06
CKM,2.887396562702664e-06
MYL11,2.913985717657819e-06
MAFK,2.9455000433638517e-06
NHLH2,2.9475610532450627e-06
AIRE,2.9522039225814766e-06
ETV6,2.9525621308304666e-06
TP53TG3D,2.9807846686059405e-06
NSMCE3,3.0102309943621383e-06
CAMK1D,3.020725058640751e-06
LINC02880,3.021064960561913e-06
ABHD17B,3.030145693327836e-06
SLC25A4,3.047306905053683e-06
PGA5,3.049517638189528e-06
QSER1,3.0583329259889223e-06
CHI3L1,3.086690191217451e-06
CACNA2D4,3.0883008317028433e-06
NPTN-IT1,3.090194653152079e-06
SEZ6L2,3.0928516350115362e-06
CCNP,3.0960284432824982e-06
MYBPHL,3.106875184065883e-06
SMG5,3.1194082256810084e-06
IFI44L,3.120030194682056e-06
CAMLG,3.1263659207313506e-06
RSRC1,3.1469962864184503e-06
EFNA5,3.162177237264782e-06
MAP3K8,3.166150442860182e-06
ARL2BP,3.1714913467057087e-06
EIF4A2,3.1980543253137784e-06
SMARCD3,3.214955601453467e-06
CAPN7,3.2266656154516916e-06
CX3CL1,3.230109554390996e-06
PARP4,3.233894843719565e-06
ARHGAP27,3.2472011814637696e-06
QPRT,3.255376251900234e-06
SCARA3,3.267565704617558e-06
MT-ATP6,3.2780476062513243e-06
PRSS35,3.2781238881109383e-06
LINC02966,3.28400776923449e-06
CCDC82,3.2909716893742806e-06
IGF1,3.2951641013066373e-06
MPZ,3.318576825914521e-06
FGFRL1,3.345140532574418e-06
ARHGEF9,3.34889830941669e-06
TDRD9,3.3660231565484494e-06
SLC71A1,3.38941484703162e-06
NETO1,3.4069038402053457e-06
SLC35E4,3.4082459995647854e-06
SBSN,3.4158026239366912e-06
DPF2,3.4707970934275753e-06
FAM83H,3.4783190471164166e-06
LINC00310,3.5327646363133763e-06
RNF150,3.534268291380368e-06
CHIT1,3.5353814921272225e-06
PIGL,3.539715128246087e-06
ZC3H11A,3.54367202747851e-06
ATF3,3.558769512685692e-06
FAXDC2,3.56115266397774e-06
OXCT1,3.57451347619889e-06
ZNF14,3.5933376082924356e-06
MAP3K2-DT,3.6154550648653996e-06
SEMA5B,3.616571885992824e-06
ATP2C2-AS1,3.6449843095394808e-06
GTF2F2,3.7028956985191346e-06
RAB32,3.7284104815027187e-06
IFI6,3.7479441313062878e-06
ABCC4,3.7555142881550295e-06
CDH6,3.763399423277242e-06
B3GNT2,3.8251409768106465e-06
FBXO3,3.861350960573821e-06
PLAAT2,3.880701646281807e-06
DTX3L,3.902491825429049e-06
SAMD11,3.9151540641505114e-06
SMIM13,3.937901460531301e-06
PDK3,3.967803487226147e-06
TRMT11,3.973868466694604e-06
MYL10,3.975531500611103e-06
RIMBP3,3.978997156031596e-06
SEMA3F,3.9811243282486855e-06
APBB2,3.984370786460401e-06
PEX11A,3.994832074468278e-06
PDSS2,4.0023503951848105e-06
G3BP1,4.016661662260826e-06
ESAM,4.021129947304961e-06
ANAPC10,4.053970909566106e-06
RGS4,4.0607438688860585e-06
CD63-AS1,4.084712555396412e-06
NAP1L3,4.090472340589089e-06
ACTA2-AS1,4.095151559805357e-06
IGF1R,4.106646296274336e-06
CNN3,4.152109671055023e-06
PABPN1,4.153808157340045e-06
DDX3Y,4.190461395657265e-06
TSR2,4.235869842647469e-06
SRRT,4.23811641822319e-06
OIP5-AS1,4.256690886821751e-06
MYBPH,4.264525494999317e-06
GNAI3,4.272791028300581e-06
METTL14,4.311725126590506e-06
LBX1,4.313858989353382e-06
CD247,4.3445018465697125e-06
SMIM12,4.346962450530433e-06
FZD1,4.360591514336375e-06
SYT16,4.375867161868436e-06
CYP20A1,4.424165802537278e-06
PXDC1,4.431943692220518e-06
POC1B,4.465479858133351e-06
HLA-F,4.474620966978564e-06
ADAMTS15,4.530066313424408e-06
CDC25B,4.5327641522478524e-06
PEX6,4.553937323055998e-06
CAMTA1,4.557606685307156e-06
C2CD3,4.59464377710565e-06
KLF14,4.652522719704738e-06
CORO2B,4.685275236682982e-06
CCDC126,4.741803788849656e-06
MMP28,4.76129357746465e-06
ENTPD3,4.76939826805092e-06
NAPRT,4.7818369074613245e-06
USP15,4.8077990895259045e-06
KCTD10,4.81237174604391e-06
LINC03062,4.873820738720408e-06
RNF5,4.893764032803787e-06
RB1CC1,4.895141688676373e-06
RAB30,4.909992154449712e-06
UEVLD,4.9202515782939615e-06
DNAJB2,4.975020117969644e-06
MCUB,4.993166170472844e-06
HLA-B,5.02737866331277e-06
REM1,5.056561544063592e-06
CSNK2A3,5.067741568984132e-06
CALHM3,5.081687060952475e-06
ELOVL2,5.119126298470009e-06
SLC25A23,5.1222521294450256e-06
STRADB,5.140149289959919e-06
CTPS2,5.175316844828947e-06
CAV2,5.176098802856001e-06
DHX58,5.176270608610271e-06
SMPDL3A,5.179935963562819e-06
TASP1,5.245239378549525e-06
NAF1,5.253609590768747e-06
LPIN2,5.307097428136771e-06
EPHB6,5.32769702065763e-06
FGD3,5.332192906913972e-06
PRR33,5.3365277615300324e-06
UBIAD1,5.4219931962472525e-06
GLI2,5.424306703273815e-06
TAF10,5.4471482868505066e-06
ATP6V1H,5.462058992624529e-06
ARHGEF2,5.476408709688196e-06
OR51E1,5.479085042209753e-06
FLICR,5.497277494686857e-06
DEF6,5.540139142561567e-06
CAAP1,5.546926274031811e-06
PRDX6,5.566730368813459e-06
CHI3L2,5.58321434457302e-06
PXN,5.620263596563075e-06
MXRA8,5.627900391743034e-06
GNL2,5.629117586188175e-06
LPCAT4,5.648909268637577e-06
CLN8,5.66762580166518e-06
KAT2A,5.705882596364171e-06
LTAP1,5.7134006517626305e-06
EID2,5.740281637268361e-06
COBLL1,5.798477693349604e-06
TNNT3,5.814693141083925e-06
EIF5AL1,5.821310655907665e-06
ZNF398,5.826170751228119e-06
SLC7A1,5.828060973462255e-06
PYGL,5.837925938043775e-06
NHSL3,5.8565958661496335e-06
ELN,5.9051885411874285e-06
MYL4,5.941263679268867e-06
KLF17,5.97527218161128e-06
DDB2,5.976280946001209e-06
ADGRL4,6.064008650311818e-06
ALDH7A1,6.079014126044734e-06
CYP2R1,6.0950875758280076e-06
SLC2A9,6.0963028726383145e-06
C6orf47,6.177035421635809e-06
G0S2,6.181309631644665e-06
PLEKHG3,6.181909432467855e-06
TRAPPC12,6.2103765299090906e-06
CDC42EP2,6.252042509680569e-06
B4GALT1,6.290683759821808e-06
DNAJC25-GNG10,6.317933537598692e-06
GPR22,6.32620497970148e-06
TEX264,6.330698220955475e-06
MAST2,6.34334674708275e-06
WSB1,6.412305344888061e-06
SPTBN2,6.4263301275402845e-06
NISCH,6.4370695195796685e-06
PEX7,6.4614417728676175e-06
EGLN1,6.494974891659967e-06
ITGB3,6.504719198923279e-06
RNF152,6.536017825281986e-06
PHKA1,6.540276686512521e-06
HDGF,6.565114990066493e-06
CA6,6.585622596692261e-06
LOC105371430,6.589539181492013e-06
ZNF783,6.612341052911033e-06
SPON2,6.6185295734828535e-06
TSC22D1,6.640789128508362e-06
OSBPL6,6.69552766247068e-06
BAZ2B-AS1,6.70008170421971e-06
IFI44,6.733562282886448e-06
ACAD11,6.74185314449456e-06
SOX12,6.75958771894038e-06
BCAP29,6.766005832599361e-06
GRINA,6.815013668366884e-06
PHTF2,6.880194822775686e-06
PRRG1,6.884889068669221e-06
GRHPR,6.900179759952599e-06
CPT1A,6.903444628502053e-06
PELI2,6.910880928649861e-06
PLXNA1,6.921426634582589e-06
CCDC107,6.951351730852747e-06
PGD,6.977239784406473e-06
PCAT6,6.990370443562838e-06
ASB12,7.0036018704296324e-06
PLIN4,7.004302922499632e-06
RXRA,7.014082553895765e-06
SAMTOR,7.019051934917975e-06
CA7,7.1003452952473185e-06
FGF7,7.137851560839395e-06
TKT,7.174104967747605e-06
SIX1,7.189693059156793e-06
RAB3IP,7.237158793701068e-06
BRF1,7.2963141895103116e-06
ARMC9,7.318802212246014e-06
UBE2L6,7.348040842693634e-06
ERBB2,7.378930081092035e-06
C17orf75,7.397040873848545e-06
CLTB,7.435750430230196e-06
NOP16,7.442996879086913e-06
MAL,7.475049129451689e-06
LGALSL,7.49809053017553e-06
XK,7.569256309524275e-06
ZNF136,7.613094140427839e-06
FAM204A,7.6251039426801244e-06
ARHGEF35,7.648072111144855e-06
LGALS3BP,7.735396538828645e-06
PRICKLE3,7.73695323017607e-06
AFF3,7.75634873131137e-06
PDIA5,7.833927314015864e-06
SCD5,7.949698819796548e-06
FAM234B,7.95764733967113e-06
INHBA-AS1,7.96230588278181e-06
TGFB1I1,7.980972669405947e-06
LYPLAL1,8.015195378743444e-06
ATP1A1,8.073225357760866e-06
LPIN1,8.077087515895346e-06
TRAM1L1,8.0930624032485e-06
CPNE7,8.14993088377421e-06
MIR503,8.153256942164188e-06
KCTD15,8.163046302705432e-06
IRF6,8.239608657182352e-06
SHC4,8.24935761762903e-06
CPM,8.26695838944205e-06
SH3PXD2A,8.298105597954627e-06
SCN3B,8.304810543659321e-06
RPS4Y1,8.34067390129005e-06
ACTA1,8.367195088557167e-06
ZNF408,8.372722075900395e-06
PITX1,8.380315942576032e-06
RRP12,8.383309669061824e-06
WBP11,8.449207667351383e-06
GADD45G,8.471313066332687e-06
NRIP3,8.48257372403476e-06
OTOG,8.498288426812447e-06
GATM,8.50633212754502e-06
FAM78A,8.528757754925759e-06
CYP1B1,8.57002080413935e-06
KCNJ12,8.577521978205074e-06
RAB5A,8.606045364821514e-06
PTK2,8.616337968940628e-06
KIF23-AS1,8.621375127535784e-06
TRMT61A-DT,8.634545103763537e-06
LRRK1,8.638695630858467e-06
LOC102724159,8.667652065866582e-06
SEC14L4,8.708615808264216e-06
LGR5,8.709840826140932e-06
MKRN2OS,8.716967021731062e-06
LGALS3,8.776594677124444e-06
ATG5,8.798435998377895e-06
MMP2,8.816868188803462e-06
PPP1R12A,8.819883771759479e-06
EIF5A2,8.827450061937915e-06
SPATA18,8.882451893849105e-06
PDGFC,8.924420576915636e-06
CRACR2B,8.963803695100194e-06
SMOC2,9.03344601320283e-06
H19,9.036920216788428e-06
PRKAR2A,9.057518498503377e-06
PCDHA3,9.075842769006853e-06
AHNAK,9.077602040012859e-06
C1GALT1C1,9.111304064867956e-06
MAPK12,9.139587963735137e-06
ARL6IP5,9.202282988239702e-06
LST1,9.224733501557002e-06
ZNF212,9.275288905211407e-06
EPB41L4B,9.280596655585742e-06
UGGT1,9.391932133440371e-06
TTLL12,9.421164660643029e-06
C17orf100,9.424976996172777e-06
LOC105370024,9.448361281179095e-06
ENTPD4,9.469634682045913e-06
CIRSR,9.48115139879795e-06
TANC1,9.537518657959895e-06
PRPS1,9.581495620522267e-06
OXTR,9.645800102464173e-06
CMPK2,9.68752607161823e-06
NRAP,9.77341296825172e-06
BECN2,9.836086687982122e-06
ERRFI1,9.850419651689616e-06
ZG16B,9.86576369682715e-06
SUSD3,9.982955740537612e-06
C1QTNF5,9.996710542179136e-06
NUP35,1.003364964408818e-05
MARK1,1.0070596741439893e-05
INHBA,1.010519089419959e-05
VPS13B,1.0199838676884475e-05
SDCBP2-AS1,1.0281763524572806e-05
SLC16A3,1.0282764560710457e-05
MTNAP1,1.0294740690398013e-05
HSPA13,1.0331338089162596e-05
STK32C,1.0364570457556473e-05
BACH1-IT2,1.0390942214311178e-05
CYRIA,1.0423911749061647e-05
TOPORS,1.0505717083577847e-05
WFS1,1.0528031820456262e-05
BCAN-AS2,1.0536098405582884e-05
STAT5B,1.0554041306659962e-05
EHD3,1.0567282033728322e-05
IRAK3,1.0571390915881345e-05
RAPGEF4,1.0591433642802896e-05
STAM2,1.0714508187862105e-05
ZC3HAV1,1.0721976908256734e-05
IFIT3,1.0802298106085358e-05
ARHGAP9,1.084566905999185e-05
SSPN,1.084702091712746e-05
GSR,1.0863944936124772e-05
AHI1,1.0878554289633205e-05
RTCB,1.0883695888215339e-05
COQ3,1.093332456906646e-05
ZSCAN16,1.1050493917576727e-05
C1R,1.1056988034655538e-05
DCTN6,1.105772881148797e-05
THUMPD2,1.1089105764244959e-05
MAP7D3,1.1293582196185083e-05
ZFY,1.1350078421272131e-05
SYNE1,1.1379104480919373e-05
KISS1,1.1388733273320146e-05
ZDHHC16,1.1401187654710154e-05
MFAP5,1.1413816133290498e-05
TMEM245,1.1482815473143875e-05
LINC01152,1.1557144958903225e-05
OSTF1,1.161913622069382e-05
PYGO2,1.1646153967559395e-05
RUFY3,1.1648234399320669e-05
BMPR1B,1.1734274870202342e-05
PMAIP1,1.1751811316648254e-05
MMD,1.1936710890364377e-05
B4GALNT3,1.2020743260298718e-05
RAB2B,1.2052690199880212e-05
EHMT2,1.211072620402288e-05
TNNC1,1.213370597846443e-05
MET,1.2216318137482886e-05
DLGAP1-AS1,1.2264158520351627e-05
GRAMD1B,1.2265445119424957e-05
C1QTNF1,1.227170840369347e-05
TNFRSF11B,1.2282001437920894e-05
TTN,1.2447996999636047e-05
TMEM119,1.2472640237435877e-05
CPEB2,1.2511200760259494e-05
PRH1,1.2635253884116931e-05
GRM4,1.2681847714747414e-05
CEBPA-DT,1.2684886931887542e-05
PIGA,1.2743433556168266e-05
LINC01625,1.275553827334909e-05
NFATC2,1.2966321204518217e-05
MIRLET7BHG,1.2975900183045382e-05
NCOA2,1.3041936133263683e-05
TXNRD1,1.3047430873911315e-05
HTR1B,1.3112737107367193e-05
MVB12A,1.3114690844116407e-05
CDH3,1.3131491618814289e-05
EFL1,1.315196405875591e-05
VTI1B,1.3157441470928817e-05
NPEPL1,1.3200721252988793e-05
KDM4A,1.32462260454546e-05
MEP1B,1.3246931799881772e-05
CALHM5,1.327350270636934e-05
BTBD16,1.3283823168145785e-05
ANK2,1.3309194530269196e-05
IER3,1.3310987960608913e-05
SYT7,1.3342923769702609e-05
MTFP1,1.3366563518269991e-05
USP9Y,1.340825703100793e-05
HSPA1B,1.3439232898461534e-05
LRIG3,1.3520186441240677e-05
GSN,1.3546414841316931e-05
LHFPL5,1.3548389067772408e-05
SELENOS,1.3568467190844482e-05
TRIM51,1.3632567146839248e-05
DIAPH3,1.3687039090446484e-05
ETAA1,1.3713520481541158e-05
LRRTM3,1.3728966871641135e-05
HSD11B1-AS1,1.3929986277941563e-05
GPR153,1.4102695473487995e-05
MTX2,1.4112248201625126e-05
CYP2W1,1.4269761155780337e-05
INSIG2,1.4289609751051211e-05
TMEM123,1.4319077589067749e-05
DENND4A,1.433854615496171e-05
MDP1,1.4395005964386254e-05
RIN3,1.4402419251480665e-05
RAP2C-AS1,1.4503034616152057e-05
DACT3,1.4545231397568616e-05
CHP1,1.4547998468242806e-05
VAV2,1.455799073499044e-05
PROSER2,1.4575109981496219e-05
PHLDB2,1.4581993609413723e-05
MSRB3,1.4585952440518837e-05
NDFIP1,1.4606717159339744e-05
RSKR,1.4637396581574703e-05
ANKS1B,1.4650821032572809e-05
ZFX,1.4686971144457963e-05
DRC9,1.4721312262426386e-05
IFNA8,1.473502074515651e-05
LPP,1.4780066100047847e-05
CREB5,1.479193059917583e-05
GPR88,1.4798023166077746e-05
LDHA,1.489306507498687e-05
RHEB,1.4947831589723067e-05
C11orf96,1.4947885646479767e-05
SIDT1,1.4983337011065454e-05
SLC45A1,1.5034580916789477e-05
RAB3GAP1,1.5106275481812762e-05
SPRED1,1.5174969252627627e-05
GLRB,1.5298815737243418e-05
PRR23C,1.5387363288232444e-05
TRIB2,1.546444599690716e-05
CNTNAP3B,1.5474134508325466e-05
ABCA1,1.5532130894091972e-05
NXPE3,1.5588443760092814e-05
CLTC,1.5659419682816217e-05
RTP4,1.570965167722674e-05
LINC02016,1.5903869785527537e-05
ACOT12,1.5978110692222026e-05
IL11RA,1.6005158223923465e-05
PORCN,1.615925903033186e-05
FLVCR1,1.6203003457536358e-05
IFT70B,1.6304684081900198e-05
TMEM51,1.6415314173557366e-05
ZNF180,1.6463007222036318e-05
LAMA2,1.6486459780964276e-05
MORF4L2,1.6562227710871357e-05
RBMX,1.657747695910387e-05
FOXD4L5,1.660148823999257e-05
ELOVL6,1.6628044863605887e-05
SUN1,1.671299154917463e-05
CERNA2,1.6901503591405294e-05
PPFIBP1,1.7115354650779614e-05
NLGN4Y,1.7128498820280294e-05
CD101,1.721187035996453e-05
CIB2,1.7256591878844885e-05
COL11A1,1.7282278855384687e-05
SMARCA1,1.7336692078494175e-05
JPT1,1.7422894092169103e-05
SNRNP200,1.7428213749711456e-05
NBL1,1.7430530585604445e-05
NANOS1,1.7443703908201098e-05
LRRN4CL,1.7454133311048702e-05
LINC01948,1.749692209999016e-05
PEX5L,1.7502582184015778e-05
C1QTNF1-AS1,1.7544327275806628e-05
SRD5A2,1.764492492073881e-05
CPXM1,1.7688580785870708e-05
RPRD2,1.769224389292981e-05
NUDT16,1.77399522197897e-05
ZNF287,1.7761152081906406e-05
FEZ2,1.779512682512071e-05
DDX39B,1.7818873967085504e-05
CRLF1,1.7904916895046487e-05
RN7SL2,1.792245284304424e-05
SLC7A8,1.793414903451907e-05
NAPG,1.7961863938912854e-05
DDTL,1.8074810750969026e-05
LRRC8C,1.8084276455977656e-05
ENDOU,1.8103231209548915e-05
TMPRSS4,1.814353327216329e-05
MMP3,1.8148811739896132e-05
IGHV3-74,1.815523400020429e-05
NTN1,1.8169457588510054e-05
CCHCR1,1.8220577183135483e-05
IHO1,1.8236592095721058e-05
APLP1,1.8245053001980228e-05
BBS9,1.837517215969569e-05
CLK4,1.842526952972184e-05
BTG3,1.8549320325539587e-05
STYK1,1.858580756579713e-05
SERPINE3,1.8597677217139807e-05
GOLPH3-DT,1.863525528290206e-05
SLC39A8,1.8646038250616332e-05
IFFO1,1.8654939719562383e-05
PDE6D,1.86648931873468e-05
NAAA,1.8666215952713296e-05
C6orf15,1.8674809725799026e-05
PRKCA,1.871727857603338e-05
MFAP2,1.8754324141845367e-05
CWF19L2,1.877948184335241e-05
GCHFR,1.8986148040196347e-05
CHRDL1,1.900246839318151e-05
POLDIP3,1.9028565426100975e-05
DPT,1.909225011306323e-05
E2F5,1.9098851705835933e-05
MYO1H,1.923376902238022e-05
LINC02890,1.9253923859080986e-05
GLUL,1.9262507237557542e-05
ACAN,1.9292046504060606e-05
SYPL1,1.930685364180715e-05
GAS6-DT,1.9450812968856827e-05
RHOT1,1.9457981121216748e-05
BAALC,1.9466794679988897e-05
SURF2,1.9479408807364982e-05
OSBPL9,1.950107670206928e-05
ZP1,1.955584586400971e-05
DCLRE1A,1.95750237707528e-05
HSPH1,1.9673770370955287e-05
LOC105370047,1.9802210498704006e-05
NTNG1,1.9824836462387746e-05
KIAA1191,1.9950023556065563e-05
ZBTB34,1.9957129908461073e-05
LIMS1,2.000312575112124e-05
F2RL1,2.0114246737540312e-05
STK17B,2.013889910772393e-05
HOXA4,2.0199755658320166e-05
PURG,2.0201040903852044e-05
APOL3,2.022470234696475e-05
ELL2,2.0306070348138544e-05
FAM131A,2.0333725293490153e-05
RAD51AP2,2.04351041823724e-05
NIPAL4,2.047221792169659e-05
MYOG,2.0492912610646815e-05
COL8A2,2.0504848500253866e-05
ANGPTL4,2.0575604376946146e-05
THRB,2.0699453683406503e-05
PLP2,2.0733994167342006e-05
KCNAB1,2.0776364946225525e-05
GSDME,2.083985599485789e-05
FOXS1,2.0893811438636486e-05
PHLDA2,2.0926034084751107e-05
BRWD3,2.1048188768797386e-05
CSF1,2.1175051102370812e-05
NTPCR,2.1229282916875673e-05
MBNL3,2.1296214598473e-05
POLD2,2.1345409682754528e-05
CACNG1,2.136019121470402e-05
NEXMIF,2.145926025689537e-05
DPCD,2.1501636622293042e-05
TCEAL3,2.158428588290311e-05
SLC35F2,2.1591322348647134e-05
DDX56,2.1689281873356238e-05
FOXL2NB,2.1877951026069776e-05
TBX15,2.1998015982250508e-05
NPAS1,2.207609951185183e-05
EYA3,2.211119173414791e-05
FAS,2.2253727037886615e-05
NUDT16L1,2.2326623049916512e-05
DRAXIN,2.2358954446552952e-05
WDR82,2.2439215845520917e-05
FGF18,2.2628936136652914e-05
MT-TT,2.2691607138261202e-05
LMOD1,2.2732037203896385e-05
SPG21,2.280833898549717e-05
PCBP2,2.2817814513733094e-05
CYTIP,2.2843029363582747e-05
SH3KBP1,2.2896911200866678e-05
CSNK1G1,2.2897426739017462e-05
SLC8A3,2.2906312809656152e-05
WDSUB1,2.2975269065127532e-05
P3H2,2.298431651640024e-05
ANKRD17,2.3095922501676578e-05
NUAK2,2.310484472982052e-05
MATCAP2,2.3167721160947267e-05
RIIAD1,2.327919833862663e-05
ETV3,2.3317183433319e-05
TGM2,2.3346375098435185e-05
EPC2,2.3403755290204504e-05
PDLIM4,2.3483208485954333e-05
NTM-AS3,2.3540012689625746e-05
MYL3,2.3638981403413397e-05
KCNC4-DT,2.368616201248234e-05
PACSIN3,2.374019240376183e-05
ARHGAP29,2.3852840084518302e-05
VAT1,2.3866528300695283e-05
PSMG3-AS1,2.389635980241649e-05
SRL,2.3920091452368998e-05
AMH,2.3949613896841887e-05
SYTL5,2.407755380806566e-05
FRMD4A-AS2,2.412630057588223e-05
USP22,2.4229800881584647e-05
WNT5B,2.4251980699326162e-05
FCER1G,2.4271084394623883e-05
EN2,2.431794963932179e-05
SUCLG1,2.433263072846913e-05
TAF12,2.438236457527042e-05
HMGN2,2.4400116523846118e-05
PTGFRN,2.4411941003587152e-05
ATAT1,2.441474059681871e-05
ICAM2,2.442180263575752e-05
FOXC1,2.4461447280418942e-05
C9,2.448238626136699e-05
LOC102723896,2.449164305429899e-05
HOXA11-AS,2.4493417897206708e-05
HBP1,2.450739247387273e-05
SLFN5,2.4507880756482257e-05
FRMD5,2.4555122136828444e-05
CDC42BPB,2.4708396371992155e-05
PCDH1,2.4905737728507504e-05
ORAI3,2.493969191137886e-05
AEBP2,2.496210361789877e-05
C10orf90,2.5103186737626525e-05
RASEF,2.533609553093228e-05
C2CD2,2.545446372811615e-05
